file_id;md_id;version;type;error_count;errors
41-60_14;{D822ED79-C4D2-4270-BFDE-2D07E1BB41CF}_100018_spa;1.3;dataset;1;c.4
41-60_3;ESCSICPROYECTOSIGMAYORES20091214HospitalesPROYECTO;1.3;dataset;2;a.6 c.2
41-60_2;ESCSICPROYECTOSIGMAYORES20120321ConsultoriosPROYECTO;1.3;dataset;2;a.6 c.2
41-60_4;ESCSICPROYECTOSIGMAYORES20120321CentrosSaludPROYECTO;1.3;dataset;2;a.6 c.2
41-60_7;spaidearagonrca_csw_ws_NGA;1.3;service;2;d.2 d.3
421-440_8;GLG_INTECMAR_WMS-INSPIRE-BU_2016;1.3;service;1;d.3
441-457_10;spaignwms_unidades_administrativas_2013;2.0;service;1;3.4
441-457_16;873f5b08-4263-48ec-9345-3aaacd53d1e0;1.3;dataset;2;c.3 c.4
61-80_10;ESCSICPROYECTOSIGMAYORES20120118CMSSPROYECTO;1.3;dataset;2;a.6 c.2
61-80_13;b15f251c-866e-432c-8111-f0feb745b56a;1.3;service;1;d.3
