UUID 634a8d37-c061-4309-863e-83c58db6048b: URL https://geoservices.test.wallonie.be/geoserver/inspire_lu/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Read timed out. (read timeout=5)
UUID db7a2a06-52fc-42bf-9822-9b347f617d95: URL https://geoservices.wallonie.be/INSPIRE/WMS/OI/MapServer/WMSServer?request=GetCapabilities&service=WMS failed - HTTPSConnectionPool(host='geoservices.wallonie.be', port=443): Read timed out. (read timeout=5)
UUID fb1ce343-8c00-45c7-8826-c5e99a483463: URL https://geoservices.test.wallonie.be/geoserver/inspire_am/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_am/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
UUID 37502a64-868e-4e3d-bf66-31ff65a24a5a: URL https://geoservices.test.wallonie.be/geoserver/inspire_lu/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_lu/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
UUID f2b3fba2-0416-47a5-80e6-e47ce4d1f165: URL https://geoservices.test.wallonie.be/geoserver/inspire_lu/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_lu/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
UUID b0691bd7-2b15-4717-94f9-dcffc28d0627: URL https://geoservices.test.wallonie.be/geoserver/inspire_lc/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_lc/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
UUID fc46abd5-7893-42dd-b2a4-7e7a47eea715: URL https://geoservices.test.wallonie.be/geoserver/inspire_am/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_am/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
UUID 26d43a7b-c088-4e9d-8a8d-aed568fb4f96: URL https://geoservices.test.wallonie.be/geoserver/inspire_lu/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_lu/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
UUID 5adcf746-bc5a-4115-8997-b8f86001431e: URL https://geoservices.test.wallonie.be/geoserver/inspire_am/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_am/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
UUID b62f8405-2ce3-449f-8a61-5fc2f38d8b73: URL https://geoservices.wallonie.be/INSPIRE/WMS/AD/MapServer/WMSServer?request=GetCapabilities&service=WMS failed - HTTPSConnectionPool(host='geoservices.wallonie.be', port=443): Read timed out. (read timeout=5)
UUID 5e5f77a1-fca2-413f-a05b-1ab52fd3c695: URL https://geoservices.test.wallonie.be/geoserver/inspire_am/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_am/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
UUID 3c0de4ca-e9d2-43da-923f-d0ecb3b0a6d3: URL https://geoservices.test.wallonie.be/geoserver/inspire_hh/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_hh/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
UUID 25276a10-804f-4e97-b4d3-805c5067f7be: URL https://geoservices.test.wallonie.be/geoserver/inspire_ef/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_ef/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
UUID d9458451-dfdd-485d-9b4a-dc9f03c51381: URL https://geoservices.test.wallonie.be/geoserver/inspire_hh/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_hh/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
